Cepa,Linea,Campo,Celula,Amastigotes
Tul,Caco2,5,24,0
Tul,HeLa,1,1,3
Tul,HeLa,1,2,1
Tul,HeLa,1,3,3
Tul,HeLa,1,4,8
Tul,HeLa,1,5,4
Tul,HeLa,1,6,5
Tul,HeLa,1,7,17
Tul,HeLa,1,8,3
Tul,HeLa,1,9,4
Tul,HeLa,1,10,8
Tul,HeLa,1,11,12
Tul,HeLa,1,12,4
Tul,HeLa,1,13,5
Tul,HeLa,1,14,16
Tul,HeLa,1,15,17
Tul,HeLa,1,16,1
Tul,HeLa,1,17,3
Tul,HeLa,1,18,5
Tul,HeLa,1,19,12
Tul,HeLa,1,20,6
Tul,HeLa,1,21,3
Tul,HeLa,1,22,0
Tul,HeLa,1,23,0
Tul,HeLa,1,24,0
Tul,HeLa,1,25,0
Tul,HeLa,1,26,0
Tul,HeLa,1,27,0
Tul,HeLa,1,28,0
Tul,HeLa,1,29,0
Tul,HeLa,1,30,0
Tul,HeLa,1,31,0
Tul,HeLa,1,32,0
Tul,HeLa,1,33,0
Tul,HeLa,1,34,0
Tul,HeLa,1,35,0
Tul,HeLa,1,36,0
Tul,HeLa,1,37,0
Tul,HeLa,1,38,0
Tul,HeLa,1,39,0
Tul,HeLa,1,40,0
Tul,HeLa,2,1,17
Tul,HeLa,2,2,6
Tul,HeLa,2,3,3
Tul,HeLa,2,4,2
Tul,HeLa,2,5,12
Tul,HeLa,2,6,1
Tul,HeLa,2,7,12
Tul,HeLa,2,8,2
Tul,HeLa,2,9,0
Tul,HeLa,2,10,0
Tul,HeLa,2,11,0
Tul,HeLa,2,12,0
Tul,HeLa,2,13,0
Tul,HeLa,2,14,0
Tul,HeLa,2,15,0
Tul,HeLa,2,16,0
Tul,HeLa,2,17,0
Tul,HeLa,2,18,0
Tul,HeLa,2,19,0
Tul,HeLa,2,20,0
Tul,HeLa,3,1,4
Tul,HeLa,3,2,3
Tul,HeLa,3,3,8
Tul,HeLa,3,4,2
Tul,HeLa,3,5,3
Tul,HeLa,3,6,5
Tul,HeLa,3,7,4
Tul,HeLa,3,8,3
Tul,HeLa,3,9,2
Tul,HeLa,3,10,6
Tul,HeLa,3,11,4
Tul,HeLa,3,12,1
Tul,HeLa,3,13,1
Tul,HeLa,3,14,1
Tul,HeLa,3,15,3
Tul,HeLa,3,16,1
Tul,HeLa,3,17,0
Tul,HeLa,3,18,0
Tul,HeLa,3,19,0
Tul,HeLa,3,20,0
Tul,HeLa,3,21,0
Tul,HeLa,3,22,0
Tul,HeLa,3,23,0
Tul,HeLa,3,24,0
Tul,HeLa,3,25,0
Tul,HeLa,3,26,0
Tul,HeLa,3,27,0
Tul,HeLa,3,28,0
Tul,HeLa,3,29,0
Tul,HeLa,3,30,0
Tul,HeLa,3,31,0
Tul,HeLa,3,32,0
Tul,HeLa,3,33,0
Tul,HeLa,3,34,0
Tul,HeLa,3,35,0
Tul,HeLa,3,36,0
Tul,HeLa,3,37,0
Tul,HeLa,3,38,0
Tul,HeLa,3,39,0
Tul,HeLa,4,1,2
Tul,HeLa,4,2,8
Tul,HeLa,4,3,8
Tul,HeLa,4,4,4
Tul,HeLa,4,5,3
Tul,HeLa,4,6,4
Tul,HeLa,4,7,2
Tul,HeLa,4,8,7
Tul,HeLa,4,9,3
Tul,HeLa,4,10,1
Tul,HeLa,4,11,4
Tul,HeLa,4,12,3
Tul,HeLa,4,13,5
Tul,HeLa,4,14,0
Tul,HeLa,4,15,0
Tul,HeLa,4,16,0
Tul,HeLa,4,17,0
Tul,HeLa,4,18,0
Tul,HeLa,4,19,0
Tul,HeLa,4,20,0
Tul,HeLa,4,21,0
Tul,HeLa,4,22,0
Tul,HeLa,4,23,0
Tul,HeLa,4,24,0
Tul,HeLa,4,25,0
Tul,HeLa,4,26,0
Tul,HeLa,4,27,0
Tul,HeLa,4,28,0
Tul,HeLa,4,29,0
Tul,HeLa,4,30,0
Tul,HeLa,4,31,0
Tul,HeLa,4,32,0
Tul,HeLa,4,33,0
Tul,HeLa,4,34,0
Tul,HeLa,4,35,0
Tul,HeLa,4,36,0
Tul,HeLa,4,37,0
Tul,HeLa,4,38,0
Tul,HeLa,4,39,0
Tul,HeLa,4,40,0
Tul,HeLa,4,41,0
Tul,HeLa,4,42,0
Tul,HeLa,5,1,11
Tul,HeLa,5,2,4
Tul,HeLa,5,3,11
Tul,HeLa,5,4,10
Tul,HeLa,5,5,14
Tul,HeLa,5,6,10
Tul,HeLa,5,7,4
Tul,HeLa,5,8,7
Tul,HeLa,5,9,0
Tul,HeLa,5,10,0
Tul,HeLa,5,11,0
Tul,HeLa,5,12,0
Tul,HeLa,5,13,0
Tul,HeLa,5,14,0
Tul,HeLa,5,15,0
Tul,HeLa,5,16,0
Tul,HeLa,5,17,0
Tul,HeLa,5,18,0
Tul,HeLa,5,19,0
Tul,HeLa,5,20,0
Tul,HeLa,5,21,0
Tul,HeLa,5,22,0
Tul,HeLa,5,23,0
Tul,HeLa,5,24,0
Tul,HeLa,5,25,0
Tul,HeLa,5,26,0
Tul,HeLa,5,27,0
Tul,HeLa,5,28,0
Tul,THP1,1,1,8
Tul,THP1,1,2,0
Tul,THP1,1,3,0
Tul,THP1,1,4,0
Tul,THP1,1,5,0
Tul,THP1,2,1,0
Tul,THP1,2,2,0
Tul,THP1,3,1,0
Tul,THP1,3,2,16
Tul,THP1,3,3,4
Tul,THP1,3,4,4
Tul,THP1,4,1,33
Tul,THP1,4,2,4
Tul,THP1,4,3,7
Tul,THP1,4,4,18
Tul,THP1,5,1,0
Tul,THP1,5,2,0
Tul,THP1,5,3,0
Tul,Vero,1,1,4
Tul,Vero,1,2,2
Tul,Vero,1,3,8
Tul,Vero,1,4,10
Tul,Vero,1,5,13
Tul,Vero,1,6,2
Tul,Vero,1,7,10
Tul,Vero,1,8,7
Tul,Vero,1,9,3
Tul,Vero,1,10,14
Tul,Vero,1,11,9
Tul,Vero,1,12,6
Tul,Vero,1,13,0
Tul,Vero,1,14,0
Tul,Vero,1,15,0
Tul,Vero,1,16,0
Tul,Vero,1,17,0
Tul,Vero,1,18,0
Tul,Vero,1,19,0
Tul,Vero,1,20,0
Tul,Vero,1,21,0
Tul,Vero,1,22,0
Tul,Vero,1,23,0
Tul,Vero,1,24,0
Tul,Vero,1,25,0
Tul,Vero,1,26,0
Tul,Vero,1,27,0
Tul,Vero,1,28,0
Tul,Vero,2,1,7
Tul,Vero,2,2,2
Tul,Vero,2,3,19
Tul,Vero,2,4,1
Tul,Vero,2,5,11
Tul,Vero,2,6,4
Tul,Vero,2,7,6
Tul,Vero,2,8,12
Tul,Vero,2,9,6
Tul,Vero,2,10,13
Tul,Vero,2,11,6
Tul,Vero,2,12,5
Tul,Vero,2,13,1
Tul,Vero,2,14,0
Tul,Vero,2,15,0
Tul,Vero,2,16,0
Tul,Vero,2,17,0
Tul,Vero,2,18,0
Tul,Vero,2,19,0
Tul,Vero,3,1,8
Tul,Vero,3,2,8
Tul,Vero,3,3,8
Tul,Vero,3,4,6
Tul,Vero,3,5,2
Tul,Vero,3,6,7
Tul,Vero,3,7,8
Tul,Vero,3,8,7
Tul,Vero,3,9,8
Tul,Vero,3,10,10
Tul,Vero,3,11,8
Tul,Vero,3,12,5
Tul,Vero,3,13,0
Tul,Vero,3,14,0
Tul,Vero,3,15,0
Tul,Vero,3,16,0
Tul,Vero,3,17,0
Tul,Vero,3,18,0
Tul,Vero,3,19,0
Tul,Vero,3,20,0
Tul,Vero,3,21,0
Tul,Vero,3,22,0
Tul,Vero,3,23,0
Tul,Vero,3,24,0
Tul,Vero,3,25,0
Tul,Vero,3,26,0
Tul,Vero,3,27,0
Tul,Vero,3,28,0
Tul,Vero,3,29,0
Tul,Vero,3,30,0
Tul,Vero,3,31,0
Tul,Vero,4,1,6
Tul,Vero,4,2,2
Tul,Vero,4,3,6
Tul,Vero,4,4,3
Tul,Vero,4,5,6
Tul,Vero,4,6,3
Tul,Vero,4,7,7
Tul,Vero,4,8,26
Tul,Vero,4,9,3
Tul,Vero,4,10,12
Tul,Vero,4,11,2
Tul,Vero,4,12,0
Tul,Vero,4,13,0
Tul,Vero,4,14,0
Tul,Vero,4,15,0
Tul,Vero,4,16,0
Tul,Vero,4,17,0
Tul,Vero,4,18,0
Tul,Vero,4,19,0
Tul,Vero,4,20,0
Tul,Vero,4,21,0
Tul,Vero,4,22,0
Tul,Vero,5,1,5
Tul,Vero,5,2,2
Tul,Vero,5,3,7
Tul,Vero,5,4,1
Tul,Vero,5,5,8
Tul,Vero,5,6,3
Tul,Vero,5,7,8
Tul,Vero,5,8,4
Tul,Vero,5,9,6
Tul,Vero,5,10,4
Tul,Vero,5,11,11
Tul,Vero,5,12,9
Tul,Vero,5,13,0
Tul,Vero,5,14,0
Tul,Vero,5,15,0
Tul,Vero,5,16,0
Tul,Vero,5,17,0
Tul,Vero,5,18,0
Tul,Vero,5,19,0
Tul,Vero,5,20,0
Tul,Vero,5,21,0
Tul,Vero,5,22,0
Tul,Vero,5,23,0
Tul,Vero,5,24,0
